event_id,case_id,source_id,event_date,date_granularity,event_title,event_summary,event_type,policy_action_type,actor,target_entity,third_party_entity,tech_domain,risk_dimension,direct_impact,indirect_impact,evidence_span,is_key_event,is_turning_point,event_confidence,annotation_status,annotator,reviewer
YMTC_E05,CASE_YMTC_001,SRC_ADV_20250115_AIDIFF,2025-01-15 00:00:00,day,AI Diffusion framework reinforces the policy significance of HBM-linked memory constraints,"The AI Diffusion rule formalized a worldwide licensing framework for advanced-computing IC clusters and explicitly situated HBM as a critical component of advanced AI training and inference, reinforcing the strategic significance of memory-linked controls.",export_control_rule,license_restriction,BIS,Advanced-computing IC clusters and HBM-linked ecosystems,,semiconductor,technology_access_risk,Reframes HBM and memory-adjacent controls as part of a broader global compute-governance regime rather than a narrow December 2024 refinement.,Deepens strategic risk for memory-fab actors by tying memory capacity and bandwidth more tightly to AI diffusion governance.,"The AI Diffusion rule explained that effective December 2, 2024 BIS had imposed new controls on HBM commodities critical to AI training and inference at scale.",True,False,0.92,checked,,
YMTC_E06,CASE_YMTC_001,SRC_COV_20260217_PROP,2026-02-17 00:00:00,day,Proposed FAR rule adds reporting and disclosure duties for covered semiconductor discoveries involving named sources,"The February 2026 proposed FAR rule pairs the procurement prohibition with 72-hour government reporting and non-federal disclosure duties, increasing downstream compliance exposure once covered sources such as YMTC are named.",procurement_ban,reporting_disclosure_requirement,FAR Council / OFPP / DoD / GSA / NASA,Federal contractors and semiconductor covered entities,YMTC,semiconductor,compliance_enforcement_risk,"Extends YMTC-related risk from sourcing prohibition into ongoing reporting, disclosure, and corrective-action obligations.",Creates secondary compliance exposure for contractors that may discover YMTC-linked content in their supply chains after procurement decisions are made.,The proposed rule requires 72-hour reporting for covered semiconductor discoveries and disclosure to non-federal customers by semiconductor covered entities.,True,False,0.95,checked,,
FND_E01,CASE_FOUNDRY_001,SRC_ADV_20241205_FDP,2024-12-05 00:00:00,day,"December 2024 BIS IFR creates new advanced-node, HBM, and Footnote 5 FDP controls","BIS refined advanced-computing and semiconductor-manufacturing controls by adding HBM controls, creating new FDP rules to impair advanced-node IC production by destinations or entities of concern, and adding Footnote 5 Entity List FDP provisions.",export_control_rule,fdp_rule_update,BIS,Advanced-node IC and semiconductor-manufacturing ecosystem,,advanced_computing,technology_access_risk,Establishes the technical and jurisdictional base for later foundry-focused compliance and Entity List actions.,"Raises risk for offshore foundries and advanced-node supply chains that depend on U.S.-origin software, technology, or tools.","The December 2024 IFR added HBM controls, created new FDP rules to impair advanced-node IC production, and introduced Footnote 5 Entity List FDP provisions.",True,True,0.98,checked,,
FND_E02,CASE_FOUNDRY_001,SRC_ADV_20250115_AIDIFF,2025-01-15 00:00:00,day,AI Diffusion rule globalizes frontier-compute licensing logic,"BIS issued the AI Diffusion framework to govern the staged, responsible diffusion of advanced AI by controlling exports of large quantities of advanced-computing ICs through a worldwide licensing and authorization structure.",export_control_rule,license_restriction,BIS,Large clusters of advanced-computing ICs,,advanced_computing,technology_access_risk,Moves the policy problem from bilateral export denial toward global compute-governance and secure-ecosystem management.,"Raises compliance complexity for firms routing advanced compute across multiple jurisdictions, even outside the PRC-focused context.",The rule imposed a worldwide RS license requirement and sought to allow large quantities of advanced-computing ICs only to certain destinations and end users that meet security and safety standards.,True,True,0.95,checked,,
FND_E03,CASE_FOUNDRY_001,SRC_ADV_20250116_DD,2025-01-16 00:00:00,day,January 2025 IFR adds foundry and OSAT due-diligence procedures,"BIS added due-diligence measures because existing guidance had not fully ensured that foundries and related supply-chain actors could determine whether chips met advanced-computing control thresholds, especially around applicable advanced logic ICs.",export_control_rule,due_diligence_requirement,BIS,"Foundries, OSATs, and IC supply-chain actors",,advanced_computing,compliance_enforcement_risk,"Transforms technical uncertainty into a compliance duty for manufacturers, packagers, and related supply-chain participants.",Increases screening and diligence burdens for foundries serving fabless designers and intermediaries with possible diversion exposure.,BIS stated that foundries producing ICs for IC designers and other related companies had not been able to definitively determine whether those ICs met or exceeded ECCN 3A090 control parameters.,True,False,0.97,checked,,
FND_E04,CASE_FOUNDRY_001,SRC_FND_20250116_EL,2025-01-16 00:00:00,day,Foundry Entity List action targets Sophgo-linked entities over advanced-IC support and Huawei diversion risk,"BIS added 16 entities, including multiple Sophgo-linked organizations, because they supported advanced computing IC development and posed diversion risk to Huawei, showing direct enforcement against the foundry/design ecosystem.",entity_list_addition,entity_list_addition,BIS,Sophgo-linked entities and related companies,Huawei,advanced_computing,technology_access_risk,Turns a generalized concern about foundry-side circumvention into direct end-user restrictions aimed at specific actors and diversion pathways.,Signals that advanced-IC design and foundry ecosystems can be targeted when they intersect with Huawei-related diversion or military-surveillance concerns.,BIS added 16 entities due to support for advanced computing IC development and because they posed a risk of diversion to Huawei.,True,True,0.98,checked,,
FND_E05,CASE_FOUNDRY_001,SRC_ADV_20250214_CORR,2025-02-14 00:00:00,day,February 2025 correction clarifies the 3A090.a license requirement after the foundry IFR,"BIS issued a correction to the January 16 due-diligence IFR, revising the ECCN 3A090 table to ensure exporters and supply-chain actors applied the intended worldwide license requirement logic to 3A090.a items.",export_control_rule,license_restriction,BIS,Exporters and supply-chain actors handling ECCN 3A090.a items,,advanced_computing,compliance_enforcement_risk,Shows that even small wording errors in advanced-computing controls can materially affect downstream compliance implementation.,Reinforces that foundry-facing diligence depends on precise treatment of thresholded 3A090.a items and worldwide license coverage.,The correction revised ECCN 3A090 so that RS applies to 3A090.a and clarified the worldwide license requirement for certain 3A090.a items.,False,False,0.95,checked,,
FND_E06,CASE_FOUNDRY_001,SRC_ADV_20260115_LRP,2026-01-15 00:00:00,day,January 2026 rule recalibrates review policy for certain commercially available advanced chips,"BIS moved certain commercially available advanced chips such as Nvidia H200-class products from presumption of denial to case-by-case review for China and Macau, but only with strict conditions on supply, foundry-capacity diversion, security procedures, and third-party testing.",license_restriction,license_review_policy_adjustment,BIS,Certain commercially available advanced chips to China and Macau,,advanced_computing,technology_access_risk,Represents a conditional recalibration rather than a repeal of the earlier foundry and diffusion control logic.,Shows that later policy may reopen narrow export channels while still embedding foundry-capacity and security concerns into licensing review.,"The 2026 rule allowed case-by-case review only if exporters certify sufficient U.S. supply, no diversion of global foundry capacity, strong security procedures, and independent third-party testing.",True,True,0.93,checked,,
CX_E01,CASE_CXMT_001,SRC_COV_20240503_ANPR,2024-05-03 00:00:00,day,2024 FAR ANPR opens the procurement-rulemaking pathway later used to capture named semiconductor sources,"The 2024 advance notice launched implementation of Section 5949, creating the policy pathway that would later be used to define and prohibit covered semiconductor products and services from named sources such as CXMT.",procurement_ban,procurement_rulemaking,"DoD, GSA, and NASA",Covered semiconductor supply chain,,semiconductor,market_access_risk,Federal procurement moved from a statutory idea to an operational rulemaking track that could later be attached to named Chinese semiconductor sources.,The rulemaking pathway increased the probability that future named-source restrictions would extend beyond export controls into federal acquisition and contractor compliance.,Section 5949 implementation planning created the architecture for later procurement restrictions on covered semiconductors.,True,False,0.93,checked,,
CX_E02,CASE_CXMT_001,SRC_ADV_20241205_FDP,2024-12-05 00:00:00,day,"December 2024 BIS rule imposes HBM controls, elevating advanced memory in frontier-AI controls","BIS imposed new controls on certain high-bandwidth memory commodities, signaling that advanced memory capacity and bandwidth had become a strategic choke point for frontier AI and supercomputing applications.",export_control_rule,hbm_control_update,BIS,HBM commodities / PRC memory-linked supply chain,,semiconductor,technology_access_risk,Advanced memory moved closer to the center of U.S. control policy for frontier AI capability.,Memory producers and memory-linked supply chains faced stronger strategic and compliance scrutiny as HBM became part of the advanced-computing control stack.,The rule adds new controls on certain high-bandwidth memory commodities needed for advanced AI models and supercomputing applications.,True,False,0.96,checked,,
CX_E03,CASE_CXMT_001,SRC_CXMT_20250107_CMC,2025-01-07 00:00:00,day,DoD Chinese military companies notice includes CXMT,"The Department of Defense published a notice making available its Chinese military companies designation list, which includes ChangXin Memory Technologies, Inc. (CXMT), adding a formal national-security screening signal around the company.",screening_list_update,cmc_designation,Department of Defense,CXMT,,semiconductor,compliance_enforcement_risk,CXMT became subject to a formal U.S. government military-affiliation screening signal outside BIS export rules.,"The designation can intensify downstream diligence, procurement screening, and policy justification for later restrictions affecting federal acquisition or supply-chain review.","The published Chinese military companies notice makes available a list that includes ChangXin Memory Technologies, Inc. (CXMT).",True,True,0.91,checked,,
CX_E04,CASE_CXMT_001,SRC_ADV_20250115_AIDIFF,2025-01-15 00:00:00,day,AI Diffusion framework reinforces the strategic role of HBM in advanced AI clusters,"The AI Diffusion framework placed advanced-computing IC clusters under a worldwide licensing architecture and reinforced the centrality of memory bandwidth and cluster integrity in frontier AI capability, amplifying the strategic meaning of HBM-related controls.",export_control_rule,ai_diffusion_framework,BIS,Advanced-computing IC clusters and HBM-linked supply chain,,advanced_computing,technology_access_risk,HBM-related memory restrictions became more tightly integrated into the logic of frontier-AI governance.,Memory producers linked to advanced AI clusters faced a broader licensing and diffusion-control context rather than a narrow item-specific control environment.,The framework imposed worldwide licensing logic for advanced-computing IC clusters and authorization pathways for low-diversion transactions.,True,False,0.9,checked,,
CX_E05,CASE_CXMT_001,SRC_COV_20260217_PROP,2026-02-17 00:00:00,day,Proposed FAR rule explicitly names CXMT as a covered semiconductor source,"The February 2026 proposed FAR rule operationalizes the covered-semiconductor prohibition by expressly naming CXMT, along with other PRC firms, in the covered-source definition used for federal procurement compliance.",procurement_ban,covered_source_definition,"DoD, GSA, and NASA",CXMT,,semiconductor,market_access_risk,CXMT moved from a screened memory actor to an explicitly named source in the federal procurement prohibition framework.,The naming sharpens downstream exclusion risk for products and services touching federal contracting channels.,"The proposed rule defines covered semiconductor products or services to include those designed, produced, or provided by SMIC, CXMT, or YMTC and their subsidiaries, affiliates, or successors.",True,True,0.98,checked,,
CX_E06,CASE_CXMT_001,SRC_COV_20260217_PROP,2026-02-17 00:00:00,day,Proposed FAR rule adds CXMT-linked reporting and disclosure obligations,"The February 2026 proposed FAR rule pairs the naming of covered semiconductor sources with 72-hour government reporting and certain non-federal disclosure duties, increasing traceability and remediation obligations when covered semiconductors are discovered.",procurement_ban,reporting_disclosure_requirement,"DoD, GSA, and NASA",Federal contractors / semiconductor covered entities,CXMT,semiconductor,compliance_enforcement_risk,Compliance obligations expand beyond sourcing prohibition into mandatory reporting and disclosure workflows.,"The risk shifts from simple exclusion to operational compliance burden, remediation, and customer-notification exposure.",The proposed rule adds 72-hour government reporting and certain non-federal disclosure obligations when covered semiconductors are discovered.,True,False,0.97,checked,,
COV_E06,CASE_COVSEM_001,SRC_CXMT_20250107_CMC,2025-01-07 00:00:00,day,DoD notice naming CXMT adds a federal security-screening signal ahead of procurement implementation,"By formally publishing a Chinese military companies notice that included CXMT, DoD added another federal security-screening signal relevant to how future covered-semiconductor procurement restrictions might be understood and justified.",screening_list_update,cmc_designation,Department of Defense,CXMT,,semiconductor,compliance_enforcement_risk,Federal screening pressure around CXMT broadened beyond BIS export control logic.,This signal can strengthen later procurement-side diligence and justification for named-source restrictions.,"The published Chinese military companies notice includes CXMT, adding a federal security-screening signal outside EAR administration.",False,True,0.86,checked,,
COV_E07,CASE_COVSEM_001,SRC_COV_20260217_PROP,2026-02-17 00:00:00,day,Proposed FAR rule phases in exceptions for existing equipment and no-alternative-source scenarios,"The proposed FAR rule does not require immediate removal or replacement of covered semiconductor products already resident in equipment before December 23, 2027 and provides a temporary exception for commercial products or services where no alternative sources are available until December 23, 2028.",procurement_ban,exception_phase_in,"DoD, GSA, and NASA",Federal contractors and agencies,,semiconductor,supply_chain_disruption_risk,The prohibition is operationalized with transition and availability exceptions rather than instant blanket removal.,The phased exceptions soften immediate disruption but preserve long-run exclusion and compliance obligations.,"The proposed rule does not require remove-or-replace before December 23, 2027 and excepts some no-alternative-source commercial products until December 23, 2028.",False,False,0.95,checked,,
SM_E08,CASE_SMIC_001,SRC_DIV_20250916_EL,2025-09-16 00:00:00,day,BIS adds GMC Semiconductor and Jicun for acquiring U.S.-origin semiconductor manufacturing equipment for SMIC-listed fabs,BIS added GMC Semiconductor Technology (Wuxi) and Jicun Semiconductor Technology (Shanghai) to the Entity List after concluding that they acquired U.S.-origin semiconductor manufacturing equipment for SMIC Northern and Semiconductor Manufacturing International (Beijing) Corporation without required authorization.,entity_list_addition,diversion_enforcement,BIS,GMC Semiconductor Technology (Wuxi) and Jicun Semiconductor Technology (Shanghai),SMIC Northern / Semiconductor Manufacturing International (Beijing) Corporation,semiconductor,compliance_enforcement_risk,SMIC-related controls extended into downstream diversion-enforcement against intermediaries that procured equipment for listed fabs.,The action demonstrates that firm-specific and sectoral semiconductor controls can later be enforced through anti-diversion targeting of facilitators and procurement channels.,"These entities acquired U.S.-origin semiconductor manufacturing equipment for two Entity List parties, SMIC Northern and Semiconductor Manufacturing International (Beijing), without requisite BIS authorization.",True,True,0.98,checked,,
SM_E09,CASE_SMIC_001,SRC_DIV_20250916_EL,2025-09-16 00:00:00,day,BIS adds NetForward entities for circumvention and diversion risk to entity-listed parties,"BIS added several NetForward entities because they posed a risk of circumvention of export controls and diversion to entity-listed parties, showing a broader anti-evasion turn in semiconductor-related enforcement.",entity_list_addition,anti_circumvention_enforcement,BIS,NetForward entities,Entity-listed semiconductor parties,semiconductor,compliance_enforcement_risk,Enforcement moved beyond direct suppliers to firms associated with circumvention or diversion risk around listed parties.,The action broadens compliance risk across semiconductor-adjacent firms even where they are not the primary listed manufacturer.,The NetForward entities were added because they pose a risk of circumvention of export controls and diversion to entity-listed parties.,True,False,0.95,checked,,
ADV_E15,CASE_ADVCTRL_001,SRC_DIV_20250916_EL,2025-09-16 00:00:00,day,September 2025 Entity List action shows continued anti-diversion enforcement within the semiconductor ecosystem,"The September 2025 BIS rule added diversion- and circumvention-linked entities, demonstrating that the advanced-computing control regime continued to generate follow-on entity-list enforcement inside the semiconductor ecosystem after the January 2025 rule wave.",entity_list_addition,anti_diversion_follow_on_enforcement,BIS,Diversion and circumvention-linked semiconductor entities,,semiconductor,compliance_enforcement_risk,The advanced-controls regime remained active through follow-on enforcement against ecosystem intermediaries.,Later enforcement supports the interpretation that technical rules alone did not end the need for actor-specific anti-diversion action.,"BIS added entities linked to diversion and circumvention risk in the semiconductor ecosystem, including procurement for SMIC-listed parties and risk of diversion to listed parties.",True,False,0.93,checked,,
FND_E07,CASE_FOUNDRY_001,SRC_DIV_20250916_EL,2025-09-16 00:00:00,day,BIS adds GMC and Jicun for supplying SME to SMIC-listed parties without authorization,"The September 2025 BIS action added GMC and Jicun because they acquired U.S.-origin semiconductor manufacturing equipment for SMIC-listed fabs, extending the anti-diversion story from the January 2025 foundry-focused actions into later procurement enforcement.",entity_list_addition,diversion_enforcement,BIS,GMC Semiconductor Technology (Wuxi) and Jicun Semiconductor Technology (Shanghai),SMIC Northern / Semiconductor Manufacturing International (Beijing) Corporation,semiconductor,compliance_enforcement_risk,Diversion-enforcement logic migrated from Huawei-linked/Sophgo-linked concerns to equipment procurement for SMIC-listed fabs.,Foundry and intermediary firms face heightened diligence risk even after earlier rule clarifications and entity actions.,BIS added GMC and Jicun for acquiring U.S.-origin SME for SMIC-listed fabs without required authorization.,True,True,0.97,checked,,
FND_E08,CASE_FOUNDRY_001,SRC_DIV_20250916_EL,2025-09-16 00:00:00,day,BIS adds NetForward entities for circumvention and diversion to listed parties,"The same September 2025 rule added NetForward entities because they posed a risk of circumvention of export controls and diversion to entity-listed parties, broadening the enforcement lens from named foundry-linked actors to wider evasion networks.",entity_list_addition,anti_circumvention_enforcement,BIS,NetForward entities,Entity-listed parties,semiconductor,compliance_enforcement_risk,Foundry-related compliance risk broadened into a more general anti-circumvention enforcement posture.,This expands the compliance story from specific named design/foundry actors to broader front-company or circumvention-network risk.,BIS added the NetForward entities because they pose a risk of circumvention of export controls and diversion to entity-listed parties.,True,False,0.95,checked,,
VEU_E01,CASE_VEU_001,SRC_VEU_20241002_DCVEU,2024-10-02 00:00:00,day,Data Center VEU framework expands trusted export pathway for approved data-center end users,"BIS expanded the VEU program to include Data Center VEU, creating a preapproved pathway for exports and reexports of certain controlled items needed for approved data centers and advanced-computing deployments.",export_control_rule,data_center_veu_expansion,BIS,Data Center VEU participants,,advanced_computing,technology_access_risk,Created a facilitative channel for selected trusted end users to receive certain controlled items with reduced transactional friction.,Established a contrast point for later tightening around trusted fabs and data-center supply chains.,This expansion of the VEU program to include Data Center VEU is intended to facilitate quick and reliable export or reexport of items on the Commerce Control List necessary for a data center to preapproved trusted end users.,True,False,0.96,checked,,
VEU_E02,CASE_VEU_001,SRC_ADV_20250115_AIDIFF,2025-01-15 00:00:00,day,AI Diffusion rule differentiates access to frontier compute infrastructure worldwide,"The AI Diffusion rule introduced a global licensing framework for advanced-computing ICs and large compute clusters, sharpening how trusted and restricted destinations are treated in frontier-compute supply chains.",export_control_rule,ai_diffusion_framework,BIS,Advanced-computing clusters and supply-chain participants,,advanced_computing,technology_access_risk,Raised the policy stakes for who may obtain frontier compute at scale and under what licensing conditions.,"Made trusted-status questions more consequential for fabs, cloud operators, and advanced-node supply chains.","The rule imposed additional export controls on certain advanced computing ICs, computer commodities that contain such ICs, and certain model weights, while creating differentiated authorization paths.",True,False,0.95,checked,,
VEU_E03,CASE_VEU_001,SRC_ADV_20250116_DD,2025-01-16 00:00:00,day,Foundry and OSAT due-diligence rule adds compliance duties inside the advanced-IC supply chain,"BIS required additional due-diligence procedures for foundries and OSATs handling advanced-computing ICs, adding supply-chain compliance checks around high-risk advanced-node manufacturing and assembly flows.",export_control_rule,foundry_due_diligence,BIS,Foundries and OSATs,,advanced_computing,compliance_enforcement_risk,Imposed affirmative screening and recordkeeping burdens on supply-chain intermediaries handling advanced-computing chips.,Prepared the ground for later anti-diversion and trust-erosion actions involving PRC fabs and associated ecosystems.,This interim final rule will protect the national security of the United States and assist foundries and OSATs in complying with provisions of the EAR pertaining to advanced computing ICs in the supply chain.,True,False,0.97,checked,,
VEU_E04,CASE_VEU_001,SRC_VEU_20250902_REV,2025-09-02 00:00:00,day,"BIS revokes PRC VEU authorizations for Intel Dalian, Samsung China, and SK hynix China","The End-User Review Committee removed Intel Semiconductor (Dalian), Samsung China Semiconductor, and SK hynix Semiconductor (China) from the VEU program, signaling a sharper trust erosion for PRC fabs previously treated as preapproved end users.",license_restriction,veu_revocation,ERC / BIS,Intel Semiconductor (Dalian); Samsung China Semiconductor; SK hynix Semiconductor (China),,semiconductor,supply_chain_disruption_risk,"Eliminated VEU-based facilitation for three major PRC fabs, raising compliance friction and uncertainty for future exports.",Marked a turning point from selective trust facilitation toward explicit revocation of preapproved status in China-based semiconductor manufacturing.,"The ERC determined to remove Intel Semiconductor (Dalian) Ltd, Samsung China Semiconductor Co. Ltd, and SK hynix Semiconductor (China) Ltd from the Validated End User Program.",True,True,0.99,checked,,
VEU_E05,CASE_VEU_001,SRC_ADV_20260115_LRP,2026-01-15 00:00:00,day,BIS recalibrates review policy for some commercially available advanced chips,"BIS revised its license review policy for certain advanced-computing commodities to China and Macau from a presumption of denial to case-by-case review, creating a narrower recalibration at the chip-review layer without restoring earlier trusted-fab authorizations.",export_control_rule,license_review_recalibration,BIS,China and Macau chip-import channels,,advanced_computing,technology_access_risk,Some commercially available advanced chips moved to a case-by-case review posture.,Did not by itself restore VEU trust or eliminate foundry due-diligence obligations for China-linked fabs.,The Bureau of Industry and Security is revising its license review policy for exports of certain semiconductors to China and Macau—changing it from a presumption of denial to a case-by-case review.,False,False,0.95,checked,,
EL25_E01,CASE_EL25_001,SRC_FND_20250116_EL,2025-01-16 00:00:00,day,January 2025 Entity List action adds 16 entities tied to advanced-IC support risks,"BIS added 16 entities to the Entity List, with most entries under China and some under Singapore, expanding January 2025 pressure on networks linked to advanced-IC support and other restricted activities.",entity_list_addition,entity_list_addition,ERC / BIS,16 newly listed entities under China and Singapore,,advanced_computing,compliance_enforcement_risk,"Immediately subjected listed entities to EAR-based license requirements, generally under a presumption of denial.",Opened a year of repeated Entity List expansion and anti-diversion enforcement around semiconductor and advanced-IC ecosystems.,"BIS amends the EAR by adding 16 entities to the Entity List, under the destinations of China (14) and Singapore (2).",True,False,0.97,checked,,
EL25_E02,CASE_EL25_001,SRC_EL25_20250116_REV,2025-01-16 00:00:00,day,Concurrent January 2025 rule revises an Entity List entry and adds more PRC-linked entities,"On the same day, BIS issued a separate Entity List action adding entities and revising an existing entry tied to PRC military modernization and advanced-technology development concerns.",entity_list_addition,entity_list_revision_and_addition,ERC / BIS,PRC-linked entities and one revised Entity List entry,,advanced_computing,compliance_enforcement_risk,Expanded January 2025 Entity List pressure beyond the 16-entity rule alone.,Signaled that 2025 enforcement would combine both new listings and revisions of existing entries.,These additions are being made because these entities advance the People’s Republic of China’s military modernization through the development and integration of advanced artificial intelligence research.,False,False,0.93,checked,,
EL25_E03,CASE_EL25_001,SRC_EL25_20250328_EL,2025-03-28 00:00:00,day,March 2025 BIS rule adds 70 entities to the Entity List,"BIS broadened the Entity List in March 2025 by adding 70 entities and modifying existing entries, representing the year’s largest single expansion in this chain.",entity_list_addition,entity_list_mass_expansion,ERC / BIS,70 newly listed entities,,advanced_computing,compliance_enforcement_risk,Substantially widened the enforcement perimeter around targeted networks and supply chains.,Created the broadest 2025 Entity List escalation in this dataset and set up later anti-diversion targeting.,"In this final rule, the Bureau of Industry and Security amends the EAR by adding 70 entities to the Entity List.",True,True,0.98,checked,,
EL25_E04,CASE_EL25_001,SRC_DIV_20250916_EL,2025-09-16 00:00:00,day,September 2025 anti-diversion Entity List action targets supply to SMIC-listed fabs and other restricted parties,"BIS added and revised entries in September 2025, including entities that acquired U.S.-origin semiconductor-manufacturing equipment for SMIC-listed fabs, making the anti-diversion logic explicit.",entity_list_addition,anti_diversion_entity_list_action,ERC / BIS,GMC Semiconductor; Jicun Semiconductor; other listed parties,,semiconductor,compliance_enforcement_risk,Tightened restrictions on firms accused of acquiring or diverting U.S.-origin items for already listed semiconductor parties.,Shifted the chain from broad perimeter expansion toward explicit diversion-enforcement in semiconductor manufacturing networks.,"These additions are being made because these entities acquired U.S.-origin semiconductor manufacturing equipment for two Entity List parties, SMIC Northern Integrated Circuit Manufacturing (Beijing) Co., Ltd.",True,True,0.99,checked,,
EL25_E05,CASE_EL25_001,SRC_EL25_20251009_EL,2025-10-09 00:00:00,day,October 2025 rule adds 29 entries and widens the geographic circumvention perimeter,"BIS added 29 entries—26 entities and three addresses—under China, Turkey, and the UAE, showing that Entity List enforcement had widened from PRC-centered additions to a broader anti-circumvention perimeter.",entity_list_addition,entity_list_geographic_expansion,ERC / BIS,"29 entries under China, Turkey, and UAE",,advanced_computing,compliance_enforcement_risk,Extended Entity List exposure beyond China-centered actors to third-country routing and procurement networks.,Indicated that 2025 enforcement pressure had become both geographically broader and more circumvention-focused.,"BIS amends the EAR by adding 29 entries (26 entities and 3 addresses) to the Entity List under the destinations of China (19), Turkey (9), and the UAE (1).",True,False,0.97,checked,,
IMP_E01,CASE_IMPSEC_001,SRC_IMP_20250117_EO,2025-01-17 00:00:00,day,EO 14141 prioritizes building frontier AI infrastructure in the United States,"Executive Order 14141 framed domestic frontier-AI buildout as a strategic objective, reinforcing the security logic behind expanding domestic AI and semiconductor capacity.",export_control_rule,ai_infrastructure_industrial_policy,President of the United States,U.S. AI infrastructure and semiconductor ecosystem,,advanced_computing,market_access_risk,Signaled a policy preference for building future frontier AI infrastructure in the United States.,Provided an industrial-policy backdrop for later security measures on semiconductor imports and procurement.,"This order sets our Nation on the path to ensure that future frontier AI can, and will, continue to be built here in the United States.",True,False,0.94,checked,,
IMP_E02,CASE_IMPSEC_001,SRC_IMP_20260120_SEC232,2026-01-20 00:00:00,day,Section 232 proclamation finds semiconductor and SME imports threaten U.S. national security,"A January 2026 proclamation concurred with the Secretary of Commerce that semiconductors, semiconductor-manufacturing equipment, and their derivative products were being imported under circumstances that threaten to impair national security.",investigation_hearing,section232_national_security_finding,President of the United States,"Imports of semiconductors, SME, and derivative products",,semiconductor,supply_chain_disruption_risk,Converted industrial-security concerns into a formal national-security finding under section 232.,Created a legal and policy bridge from domestic-capacity concerns to import-adjustment measures.,"I concur with the Secretary’s finding that semiconductors, semiconductor manufacturing equipment, and their derivative products are being imported into the United States in such quantities and under such circumstances as to threaten to impair the national security of the United States.",True,True,0.99,checked,,
IMP_E03,CASE_IMPSEC_001,SRC_IMP_20260120_SEC232,2026-01-20 00:00:00,day,Section 232 proclamation directs a negotiation-based plan of action to adjust semiconductor imports,The same proclamation directed the Secretary of Commerce and USTR to pursue negotiations and other actions to adjust imports so they would not threaten national security.,export_control_rule,section232_plan_of_action,President of the United States,U.S. semiconductor import regime,,semiconductor,market_access_risk,Moved from diagnosis to planned intervention by ordering a negotiation-based import-adjustment process.,Showed that semiconductor security policy was expanding beyond export controls into import management and negotiation.,"I have also determined that it is necessary and appropriate to adopt a plan of action ... to adjust such imports of semiconductors, semiconductor manufacturing equipment, and their derivative products so that such imports will not threaten to impair the national security of the United States.",True,False,0.98,checked,,
IMP_E04,CASE_IMPSEC_001,SRC_COV_20260217_PROP,2026-02-17 00:00:00,day,FAR proposed rule translates semiconductor security concerns into procurement prohibition architecture,The February 2026 FAR proposed rule moved semiconductor security from export/import controls into procurement law by proposing broad prohibitions on certain covered semiconductor products and services.,procurement_ban,far_covered_semiconductor_prohibition,FAR Council,Federal procurement supply chains,,semiconductor,market_access_risk,"Projected security restrictions into federal procurement, potentially constraining vendors and integrators using covered sources.",Connected industrial-security logic to downstream government purchasing and contractor compliance.,This proposed rule requires that prime contractors insert FAR 52.240-YY into all subcontracts for the supply of any electronic products and services.,True,False,0.96,checked,,
IMP_E05,CASE_IMPSEC_001,SRC_COV_20260217_PROP,2026-02-17 00:00:00,day,FAR proposal imposes subcontract flow-down and rapid reporting/disclosure duties,The February 2026 proposal required contractors to flow down restrictions to subcontractors and added rapid reporting and non-federal disclosure duties when covered semiconductor content is discovered.,procurement_ban,subcontract_flowdown_reporting,FAR Council,Prime contractors and subcontractors,,semiconductor,compliance_enforcement_risk,Raised the compliance burden beyond direct procurement to subcontracting chains and post-discovery reporting.,Turned semiconductor-security screening into a distributed contractor compliance task.,This proposed rule requires that prime contractors insert FAR 52.240-YY into all subcontracts for the supply of any electronic products and services.,False,False,0.95,checked,,
