query_id,case_id,query_text,query_type,time_scope,target_actor,target_risk_dimension,gold_answer,gold_rationale,gold_uncertainty_label,gold_path_id,difficulty_level,split,annotation_status
Q_FND_06,CASE_FOUNDRY_001,Why does the September 2025 GMC/Jicun case matter for the foundry diversion narrative?,cause_tracing,2025-01 to 2025-09,Foundry / intermediary procurement ecosystem,compliance_enforcement_risk,It shows that the anti-diversion logic visible in the January 2025 foundry-focused actions later extended into concrete enforcement against intermediary firms tied to unauthorized equipment procurement for listed fabs.,The answer should connect January 2025 foundry logic to September 2025 downstream enforcement.,certain,FND_P06,medium,test,checked
Q_FND_07,CASE_FOUNDRY_001,How does the NetForward action extend the January 2025 diversion logic beyond Sophgo-linked entities?,impact_analysis,2025-01 to 2025-09,NetForward entities / listed-party ecosystem,compliance_enforcement_risk,It broadens the enforcement frame from a Sophgo/Huawei-centered pathway to a wider circumvention-risk network involving entities that pose diversion risk to listed parties more generally.,The answer should say the logic broadened from a specific pathway to a wider network.,certain,FND_P07,medium,test,checked
Q_FND_08,CASE_FOUNDRY_001,What continuity exists between foundry due-diligence obligations and the September 2025 anti-circumvention actions?,policy_escalation_reasoning,2025-01 to 2025-09,Foundries / OSATs / intermediary entities,compliance_enforcement_risk,"The continuity is that January 2025 imposed stronger diligence on how foundries and related actors verify chip thresholds, customers, and transactions, while September 2025 shows BIS later enforcing against firms linked to diversion and unauthorized procurement when those risks remained salient.","The answer should tie diligence logic to later enforcement, not treat them as unrelated tools.",certain,FND_P08,hard,dev,checked
Q_FND_09,CASE_FOUNDRY_001,"If BIS had only added Sophgo-linked entities in January 2025 but taken no later diversion action, how would compliance risk look?",counterfactual_risk,2025-01 to 2025-09,Foundry / intermediary ecosystem,compliance_enforcement_risk,"Compliance risk would still be elevated, but it would appear more concentrated on the named Sophgo-linked pathway. The September 2025 actions show the risk broadened into a more general anti-circumvention and intermediary-procurement enforcement posture.",This counterfactual should contrast concentrated pathway risk with broader ecosystem enforcement risk.,partially_supported,FND_P09,hard,test,checked
Q_VEU_01,CASE_VEU_001,What practical access benefit did the October 2024 Data Center VEU expansion create for approved end users?,risk_identification,2024-10,Data Center VEU participants,technology_access_risk,"It created a preapproved export/reexport pathway for certain controlled items needed by approved data-center end users, reducing transactional friction relative to ordinary case-by-case licensing.",The risk logic starts from the fact that trusted-status mechanisms can temporarily lower access barriers; later events matter because they erode that trust.,certain,VEU_P01,easy,dev,checked
Q_VEU_02,CASE_VEU_001,How did the January 2025 AI Diffusion rule change the policy context established by Data Center VEU?,policy_escalation_reasoning,2024-10 to 2025-01,BIS,technology_access_risk,"It moved the system from a facilitative trusted-channel design toward a differentiated global control framework for frontier compute, making trusted-status decisions more consequential.","The comparison path is the move from VEU expansion to AI Diffusion, which raises the stakes of who can access frontier compute at scale.",certain,VEU_P02,medium,train,checked
Q_VEU_03,CASE_VEU_001,Why were foundry and OSAT due-diligence duties added in January 2025?,cause_tracing,2025-01,Foundries / OSATs,compliance_enforcement_risk,"They were added to protect national security and help supply-chain intermediaries comply with EAR obligations for advanced-computing ICs, especially in high-risk manufacturing and assembly flows.",The due-diligence IFR follows immediately after broader frontier-compute control tightening and operationalizes compliance inside the chip supply chain.,certain,VEU_P03,medium,train,checked
Q_VEU_04,CASE_VEU_001,What was the turning point that converted trusted-fab facilitation into explicit trust erosion?,timeline_reasoning,2024-10 to 2025-09,ERC / BIS,supply_chain_disruption_risk,"The turning point was the September 2025 revocation of VEU authorizations for Intel Dalian, Samsung China, and SK hynix China.","That event explicitly removed preapproved status from major China-based fabs, reversing the earlier facilitative logic.",certain,VEU_P04,easy,train,checked
Q_VEU_05,CASE_VEU_001,What compliance effect did the September 2025 VEU revocation have on the three named PRC fabs?,impact_analysis,2025-09,Intel Dalian / Samsung China / SK hynix China,supply_chain_disruption_risk,"It removed their VEU-based facilitation, increasing compliance friction and uncertainty for future exports and reexports that previously could rely on that trusted status.","The revocation did not itself prohibit all transactions, but it removed a streamlined authorization channel and therefore increased transaction risk.",certain,VEU_P05,medium,test,checked
Q_VEU_06,CASE_VEU_001,Did the January 2026 case-by-case review policy restore the earlier trusted-fab status that existed under Data Center VEU?,risk_identification,2026-01,BIS,technology_access_risk,"No. It recalibrated review for some commercially available advanced chips, but it did not reinstate the VEU authorizations that had been revoked in September 2025.","The evidence supports a narrower chip-review adjustment, not a restoration of preapproved fab trust.",certain,VEU_P06,medium,test,checked
Q_VEU_07,CASE_VEU_001,"If the September 2025 VEU revocation had not occurred, would the January 2026 review-policy recalibration have been enough to treat PRC fabs as trusted again?",counterfactual_risk,2025-09 to 2026-01,PRC fabs,technology_access_risk,"Only partially. The January 2026 rule softens review for some chips, but the evidence does not show it would have recreated the broader trusted-fab treatment associated with VEU status.",The counterfactual is only partially supported because chip-review policy and end-user trust authorization are related but not identical instruments.,partially_supported,VEU_P07,hard,test,checked
Q_VEU_08,CASE_VEU_001,What is the most compact path showing the shift from facilitation to distrust in this case?,cause_tracing,2024-10 to 2025-09,BIS / ERC,supply_chain_disruption_risk,The most compact path is Data Center VEU expansion → VEU revocation.,That two-step path captures the clearest reversal of trust without needing every intervening policy detail.,certain,VEU_P08,easy,dev,checked
Q_EL25_01,CASE_EL25_001,What was the first January 2025 signal that Entity List pressure was increasing again?,timeline_reasoning,2025-01,ERC / BIS,compliance_enforcement_risk,"The first signal was the January 16, 2025 rule adding 16 entities to the Entity List.",It marks the first clear expansion event in this 2025 chain.,certain,EL25_P01,easy,train,checked
Q_EL25_02,CASE_EL25_001,"How did the companion January 16, 2025 revision-and-addition rule differ from the 16-entity action?",impact_analysis,2025-01,ERC / BIS,compliance_enforcement_risk,"It combined additional listings with a revision of an existing Entity List entry, showing that BIS was not only adding new parties but also reworking existing entries tied to PRC military modernization concerns.",The paired January actions indicate layered enforcement rather than a single isolated addition.,certain,EL25_P02,medium,dev,checked
Q_EL25_03,CASE_EL25_001,Which 2025 event represents the broadest single-step expansion of the Entity List in this chain?,policy_escalation_reasoning,2025,ERC / BIS,compliance_enforcement_risk,"The March 28, 2025 rule adding 70 entities is the broadest single-step expansion in this chain.",It is the largest one-shot enlargement by count among the events included here.,certain,EL25_P03,easy,train,checked
Q_EL25_04,CASE_EL25_001,Why is the September 2025 Entity List action especially important for semiconductor risk analysis?,cause_tracing,2025-09,SMIC-linked ecosystem,compliance_enforcement_risk,"Because it explicitly tied new listings to the acquisition of U.S.-origin semiconductor-manufacturing equipment for SMIC-listed fabs, making anti-diversion enforcement concrete in the semiconductor ecosystem.",This event translates generic Entity List growth into a semiconductor-specific diversion narrative.,certain,EL25_P04,medium,test,checked
Q_EL25_05,CASE_EL25_001,What does the October 2025 action show about the geography of Entity List enforcement?,impact_analysis,2025-10,ERC / BIS,compliance_enforcement_risk,"It shows the perimeter widened beyond China-centered actors to include Turkey and the UAE, indicating a broader anti-circumvention posture.","The October rule adds entries across multiple jurisdictions, suggesting that third-country routing had become a concern.",certain,EL25_P05,easy,train,checked
Q_EL25_06,CASE_EL25_001,What is the shortest path that explains how 2025 Entity List policy moved from expansion to anti-diversion enforcement?,cause_tracing,2025-01 to 2025-09,ERC / BIS,compliance_enforcement_risk,A compact path is January 2025 additions → March 2025 70-entity expansion → September 2025 anti-diversion action.,That path captures the move from enlargement of the enforcement perimeter to explicit diversion-focused action.,certain,EL25_P06,medium,train,checked
Q_EL25_07,CASE_EL25_001,"If the March 2025 70-entity rule were removed from the chain, would the September and October 2025 events still indicate escalation?",counterfactual_risk,2025-03 to 2025-10,ERC / BIS,compliance_enforcement_risk,"Yes, but less strongly. September and October still show continued tightening, though the March event is what most clearly demonstrates a broad mid-year expansion.","The later events independently indicate escalation, but the evidentiary picture is weaker without the March mass-addition step.",partially_supported,EL25_P07,hard,test,checked
Q_EL25_08,CASE_EL25_001,Which event best marks the shift from broad Entity List growth to targeted semiconductor anti-diversion enforcement?,timeline_reasoning,2025,SMIC-linked ecosystem,compliance_enforcement_risk,"The September 16, 2025 action best marks that shift.",It is the first event in this case that explicitly grounds Entity List additions in diversion of semiconductor-manufacturing equipment to SMIC-listed fabs.,certain,EL25_P08,easy,test,checked
Q_EL25_09,CASE_EL25_001,Did October 2025 narrow the 2025 Entity List campaign to China only?,risk_identification,2025-10,ERC / BIS,compliance_enforcement_risk,"No. It widened the campaign by including entries under China, Turkey, and the UAE.","The geographic scope becomes broader, not narrower, in the October action.",certain,EL25_P09,easy,train,checked
Q_IMP_01,CASE_IMPSEC_001,What strategic objective did EO 14141 set for AI infrastructure?,risk_identification,2025-01,President of the United States,market_access_risk,"It set the objective that future frontier AI should continue to be built in the United States, reinforcing domestic infrastructure and capacity goals.",The EO frames semiconductor and compute capacity as a strategic domestic objective.,certain,IMP_P01,easy,train,checked
Q_IMP_02,CASE_IMPSEC_001,What did the January 2026 section 232 proclamation conclude about semiconductor imports?,risk_identification,2026-01,President of the United States,supply_chain_disruption_risk,"It concluded that semiconductors, semiconductor-manufacturing equipment, and their derivative products were being imported under circumstances that threaten to impair U.S. national security.",This is the core finding of the proclamation and is the turning point in the case.,certain,IMP_P02,easy,test,checked
Q_IMP_03,CASE_IMPSEC_001,What immediate policy step followed the section 232 national-security finding?,cause_tracing,2026-01,President of the United States,market_access_risk,A negotiation-based plan of action to adjust semiconductor imports was ordered.,The proclamation first diagnoses the threat and then explicitly directs follow-on action.,certain,IMP_P03,easy,test,checked
Q_IMP_04,CASE_IMPSEC_001,How does the February 2026 FAR proposal complement the section 232 semiconductor-security logic?,policy_escalation_reasoning,2026-01 to 2026-02,FAR Council,market_access_risk,It extends semiconductor-security concerns into procurement by proposing covered-semiconductor prohibitions for federal purchasing and contractor supply chains.,The pathway runs from national-security diagnosis of import dependence to procurement-side exclusion logic.,certain,IMP_P04,medium,test,checked
Q_IMP_05,CASE_IMPSEC_001,Which February 2026 event pushed semiconductor security obligations down to subcontractors?,timeline_reasoning,2026-02,FAR Council,compliance_enforcement_risk,The subcontract flow-down and rapid reporting/disclosure obligations in the February 2026 FAR proposal did that.,That event operationalizes security concerns across contractor tiers rather than only at the prime-contractor level.,certain,IMP_P05,easy,dev,checked
Q_IMP_06,CASE_IMPSEC_001,"If the section 232 national-security finding were absent, would the procurement prohibition still be fully explained by this case?",counterfactual_risk,2026-01 to 2026-02,FAR Council,market_access_risk,"Not fully. The procurement rule has its own statutory basis, but this case uses the section 232 finding to explain why semiconductor security concerns broadened into procurement and supply-chain compliance.","The counterfactual is only partially supported because the procurement rule does not legally depend only on section 232, even though the policy logic becomes weaker without it.",partially_supported,IMP_P06,hard,dev,checked
Q_IMP_07,CASE_IMPSEC_001,What is the turning point from industrial ambition to formal security diagnosis in this chain?,timeline_reasoning,2025-01 to 2026-01,President of the United States,supply_chain_disruption_risk,The turning point is the January 2026 section 232 finding that semiconductor imports threaten national security.,"EO 14141 sets ambition, but the proclamation formalizes the threat diagnosis.",certain,IMP_P07,easy,train,checked
Q_IMP_08,CASE_IMPSEC_001,What compact path best explains how domestic AI-capacity goals became procurement-side semiconductor compliance duties?,cause_tracing,2025-01 to 2026-02,U.S. semiconductor industrial-security policy,compliance_enforcement_risk,A compact explanatory path is EO 14141 → section 232 finding → plan of action → FAR prohibition/reporting duties.,This path shows the progression from strategic ambition to formal threat diagnosis to distributed contractor compliance.,certain,IMP_P08,medium,test,checked
Q_VEU_09,CASE_VEU_001,Can we infer from the available evidence that every PRC fab lost privileged access after the September 2025 VEU revocation?,counterfactual_risk,2025-09,PRC fabs,technology_access_risk,"No. The evidence directly names three PRC fabs, but it does not prove that every PRC fab lost privileged access under the same mechanism.","The event supports a significant trust-erosion signal, but not a universal claim about all fabs in China.",insufficient_evidence,VEU_P09,hard,test,checked
Q_EL25_10,CASE_EL25_001,Does the 2025 chain show that BIS moved from domestic listing decisions to transnational anti-circumvention enforcement?,impact_analysis,2025,ERC / BIS,compliance_enforcement_risk,"Yes. By October 2025 the additions covered China, Turkey, and the UAE, showing a transnational anti-circumvention perimeter.",The October action widens geography after September’s diversion-focused semiconductor action.,certain,EL25_P10,medium,dev,checked
Q_IMP_09,CASE_IMPSEC_001,Did the February 2026 FAR proposal itself conclude that semiconductor imports threaten national security?,risk_identification,2026-02,FAR Council,market_access_risk,No. That formal finding comes from the January 2026 section 232 proclamation; the FAR proposal operationalizes procurement-side consequences.,The finding and the procurement proposal are related but institutionally distinct.,certain,IMP_P09,medium,train,checked
