idx,group,method,question,gold_anchor,pred_anchor,gold_order,pred_order,references,raw_output,temporal_order_accuracy,anchor_accuracy,support_reordering_accuracy
5158,control_ordered,E$^2$RAG (reimpl.),共享单车价格在2022年9月6日上涨和2023年6月再次上涨，哪个事件发生得更早？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
5158,control_ordered,Ours,共享单车价格在2022年9月6日上涨和2023年6月再次上涨，哪个事件发生得更早？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
15,control_ordered,Standard RAG,名创优品的婚育奖励方案实施、黄金市场创新高事件和中国商务部对共聚聚甲醛的反倾销立案调查，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
15,control_ordered,TemporalSort,名创优品的婚育奖励方案实施、黄金市场创新高事件和中国商务部对共聚聚甲醛的反倾销立案调查，哪个事件最早发生？,0,2,"[0, 1, 2]","[2, 0, 1]",,,0.3333,0.0000,0.0000
15,control_ordered,E$^2$RAG (reimpl.),名创优品的婚育奖励方案实施、黄金市场创新高事件和中国商务部对共聚聚甲醛的反倾销立案调查，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
15,control_ordered,Ours,名创优品的婚育奖励方案实施、黄金市场创新高事件和中国商务部对共聚聚甲醛的反倾销立案调查，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
1782,control_ordered,Standard RAG,C罗39岁生日与'永明'大熊猫返回成都哪个事件更早发生？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
1782,control_ordered,TemporalSort,C罗39岁生日与'永明'大熊猫返回成都哪个事件更早发生？,0,1,"[0, 1]","[1, 0]",,,0.0000,0.0000,0.0000
1782,control_ordered,E$^2$RAG (reimpl.),C罗39岁生日与'永明'大熊猫返回成都哪个事件更早发生？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
1782,control_ordered,Ours,C罗39岁生日与'永明'大熊猫返回成都哪个事件更早发生？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
4370,control_ordered,Standard RAG,美团股价跌至69.55港元和华为终止与汽车之家等合作，哪个事件发生更早？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
4370,control_ordered,TemporalSort,美团股价跌至69.55港元和华为终止与汽车之家等合作，哪个事件发生更早？,0,1,"[0, 1]","[1, 0]",,,0.0000,0.0000,0.0000
4370,control_ordered,E$^2$RAG (reimpl.),美团股价跌至69.55港元和华为终止与汽车之家等合作，哪个事件发生更早？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
4370,control_ordered,Ours,美团股价跌至69.55港元和华为终止与汽车之家等合作，哪个事件发生更早？,0,0,"[0, 1]","[0, 1]",,,1.0000,1.0000,1.0000
1873,control_ordered,Standard RAG,2024年NBA西部季后赛对阵情况公布、南阳市教育局发布警告和北京车展上主角汽车亮相，哪一个事件更早发生？,0,0,"[0, 2, 1]","[0, 1, 2]",,,0.6667,1.0000,0.0000
1873,control_ordered,TemporalSort,2024年NBA西部季后赛对阵情况公布、南阳市教育局发布警告和北京车展上主角汽车亮相，哪一个事件更早发生？,0,1,"[0, 2, 1]","[1, 2, 0]",,,0.0000,0.0000,0.0000
1873,control_ordered,E$^2$RAG (reimpl.),2024年NBA西部季后赛对阵情况公布、南阳市教育局发布警告和北京车展上主角汽车亮相，哪一个事件更早发生？,0,2,"[0, 2, 1]","[2, 1, 0]",,,0.3333,0.0000,0.0000
1873,control_ordered,Ours,2024年NBA西部季后赛对阵情况公布、南阳市教育局发布警告和北京车展上主角汽车亮相，哪一个事件更早发生？,0,2,"[0, 2, 1]","[2, 1, 0]",,,0.3333,0.0000,0.0000
2423,control_ordered,Standard RAG,王毅与普京的会晤、习近平听取新疆维吾尔自治区党委和政府工作汇报及以色列国家安全顾问要求巴勒斯坦民众远离加沙地带北部的医院，这些事件中哪一个是最早发生的？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
2423,control_ordered,TemporalSort,王毅与普京的会晤、习近平听取新疆维吾尔自治区党委和政府工作汇报及以色列国家安全顾问要求巴勒斯坦民众远离加沙地带北部的医院，这些事件中哪一个是最早发生的？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
2423,control_ordered,E$^2$RAG (reimpl.),王毅与普京的会晤、习近平听取新疆维吾尔自治区党委和政府工作汇报及以色列国家安全顾问要求巴勒斯坦民众远离加沙地带北部的医院，这些事件中哪一个是最早发生的？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
2423,control_ordered,Ours,王毅与普京的会晤、习近平听取新疆维吾尔自治区党委和政府工作汇报及以色列国家安全顾问要求巴勒斯坦民众远离加沙地带北部的医院，这些事件中哪一个是最早发生的？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
3524,control_ordered,Standard RAG,迈阿密热火队对阵湖人、黄仁勋参加英伟达年会、英伟达与Run:AI谈判，哪个事件最早发生在2024年？,0,0,"[0, 2, 1]","[0, 1, 2]",,,0.6667,1.0000,0.0000
3524,control_ordered,TemporalSort,迈阿密热火队对阵湖人、黄仁勋参加英伟达年会、英伟达与Run:AI谈判，哪个事件最早发生在2024年？,0,2,"[0, 2, 1]","[2, 1, 0]",,,0.3333,0.0000,0.0000
3524,control_ordered,E$^2$RAG (reimpl.),迈阿密热火队对阵湖人、黄仁勋参加英伟达年会、英伟达与Run:AI谈判，哪个事件最早发生在2024年？,0,2,"[0, 2, 1]","[2, 1, 0]",,,0.3333,0.0000,0.0000
3524,control_ordered,Ours,迈阿密热火队对阵湖人、黄仁勋参加英伟达年会、英伟达与Run:AI谈判，哪个事件最早发生在2024年？,0,2,"[0, 2, 1]","[2, 1, 0]",,,0.3333,0.0000,0.0000
1841,three_ref_hard,Standard RAG,2019年，河南原阳老虎脱逃事件、荆门市消费者维权事件及《流浪地球》票房超过6亿美元哪个最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]",,,0.0000,0.0000,0.0000
1841,three_ref_hard,TemporalSort,2019年，河南原阳老虎脱逃事件、荆门市消费者维权事件及《流浪地球》票房超过6亿美元哪个最早发生？,2,0,"[2, 1, 0]","[0, 1, 2]",,,0.0000,0.0000,0.0000
1841,three_ref_hard,E$^2$RAG (reimpl.),2019年，河南原阳老虎脱逃事件、荆门市消费者维权事件及《流浪地球》票房超过6亿美元哪个最早发生？,2,1,"[2, 1, 0]","[1, 0, 2]",,,0.3333,0.0000,0.0000
1841,three_ref_hard,Ours,2019年，河南原阳老虎脱逃事件、荆门市消费者维权事件及《流浪地球》票房超过6亿美元哪个最早发生？,2,1,"[2, 1, 0]","[1, 0, 2]",,,0.3333,0.0000,0.0000
2385,three_ref_hard,Standard RAG,以下事件中，哪个发生的时间最早：美联储回购计划延长、斯诺登曝光棱镜项目、张某祥在福建厦门自首？,1,0,"[1, 0, 2]","[0, 1, 2]",,,0.6667,0.0000,0.0000
2385,three_ref_hard,TemporalSort,以下事件中，哪个发生的时间最早：美联储回购计划延长、斯诺登曝光棱镜项目、张某祥在福建厦门自首？,1,2,"[1, 0, 2]","[2, 1, 0]",,,0.3333,0.0000,0.0000
2385,three_ref_hard,E$^2$RAG (reimpl.),以下事件中，哪个发生的时间最早：美联储回购计划延长、斯诺登曝光棱镜项目、张某祥在福建厦门自首？,1,1,"[1, 0, 2]","[1, 0, 2]",,,1.0000,1.0000,1.0000
2385,three_ref_hard,Ours,以下事件中，哪个发生的时间最早：美联储回购计划延长、斯诺登曝光棱镜项目、张某祥在福建厦门自首？,1,1,"[1, 0, 2]","[1, 0, 2]",,,1.0000,1.0000,1.0000
2397,three_ref_hard,Standard RAG,福特的新型野马电动汽车声明、苹果与高通的庭审和新发地疫情源头确认，哪个事件最早发生？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
2397,three_ref_hard,TemporalSort,福特的新型野马电动汽车声明、苹果与高通的庭审和新发地疫情源头确认，哪个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
2397,three_ref_hard,E$^2$RAG (reimpl.),福特的新型野马电动汽车声明、苹果与高通的庭审和新发地疫情源头确认，哪个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
2397,three_ref_hard,Ours,福特的新型野马电动汽车声明、苹果与高通的庭审和新发地疫情源头确认，哪个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
3332,three_ref_hard,Standard RAG,下列事件中，普京与拜登的视频会晤、拉米·迪亚克的受贿案开庭和阿富汗巴尔赫省恢复中小学授课，最早发生的是哪个事件？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
3332,three_ref_hard,TemporalSort,下列事件中，普京与拜登的视频会晤、拉米·迪亚克的受贿案开庭和阿富汗巴尔赫省恢复中小学授课，最早发生的是哪个事件？,1,1,"[1, 2, 0]","[1, 0, 2]",,,0.6667,1.0000,0.0000
3332,three_ref_hard,E$^2$RAG (reimpl.),下列事件中，普京与拜登的视频会晤、拉米·迪亚克的受贿案开庭和阿富汗巴尔赫省恢复中小学授课，最早发生的是哪个事件？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
3332,three_ref_hard,Ours,下列事件中，普京与拜登的视频会晤、拉米·迪亚克的受贿案开庭和阿富汗巴尔赫省恢复中小学授课，最早发生的是哪个事件？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
3535,three_ref_hard,Standard RAG,中国减税降费规模、欧盟经济复苏基金提议和《高年龄者雇用安定法》修正案，哪一项是最早提出的？,2,0,"[2, 0, 1]","[0, 1, 2]",,,0.3333,0.0000,0.0000
3535,three_ref_hard,TemporalSort,中国减税降费规模、欧盟经济复苏基金提议和《高年龄者雇用安定法》修正案，哪一项是最早提出的？,2,2,"[2, 0, 1]","[2, 0, 1]",,,1.0000,1.0000,1.0000
3535,three_ref_hard,E$^2$RAG (reimpl.),中国减税降费规模、欧盟经济复苏基金提议和《高年龄者雇用安定法》修正案，哪一项是最早提出的？,2,2,"[2, 0, 1]","[2, 0, 1]",,,1.0000,1.0000,1.0000
3535,three_ref_hard,Ours,中国减税降费规模、欧盟经济复苏基金提议和《高年龄者雇用安定法》修正案，哪一项是最早提出的？,2,2,"[2, 0, 1]","[2, 0, 1]",,,1.0000,1.0000,1.0000
3792,three_ref_hard,Standard RAG,2022年南土资产持股博众精工、北京丰台区幼儿园招生困难、普京任命莫尔古洛夫为俄罗斯驻华大使哪个事件最晚发生？,2,2,"[1, 0, 2]","[0, 1, 2]",,,0.6667,1.0000,0.0000
3792,three_ref_hard,TemporalSort,2022年南土资产持股博众精工、北京丰台区幼儿园招生困难、普京任命莫尔古洛夫为俄罗斯驻华大使哪个事件最晚发生？,2,0,"[1, 0, 2]","[2, 1, 0]",,,0.3333,0.0000,0.0000
3792,three_ref_hard,E$^2$RAG (reimpl.),2022年南土资产持股博众精工、北京丰台区幼儿园招生困难、普京任命莫尔古洛夫为俄罗斯驻华大使哪个事件最晚发生？,2,2,"[1, 0, 2]","[1, 0, 2]",,,1.0000,1.0000,1.0000
3792,three_ref_hard,Ours,2022年南土资产持股博众精工、北京丰台区幼儿园招生困难、普京任命莫尔古洛夫为俄罗斯驻华大使哪个事件最晚发生？,2,2,"[1, 0, 2]","[1, 0, 2]",,,1.0000,1.0000,1.0000
3868,three_ref_hard,Standard RAG,以下哪个事件更早发生：小米12 Ultra发布、周迅的庭院光影写意大片发布、Pixie Lott和Oliver Cheshire结婚？,2,0,"[2, 1, 0]","[0, 1, 2]",,,0.0000,0.0000,0.0000
3868,three_ref_hard,TemporalSort,以下哪个事件更早发生：小米12 Ultra发布、周迅的庭院光影写意大片发布、Pixie Lott和Oliver Cheshire结婚？,2,1,"[2, 1, 0]","[1, 2, 0]",,,0.6667,0.0000,0.0000
3868,three_ref_hard,E$^2$RAG (reimpl.),以下哪个事件更早发生：小米12 Ultra发布、周迅的庭院光影写意大片发布、Pixie Lott和Oliver Cheshire结婚？,2,2,"[2, 1, 0]","[2, 1, 0]",,,1.0000,1.0000,1.0000
3868,three_ref_hard,Ours,以下哪个事件更早发生：小米12 Ultra发布、周迅的庭院光影写意大片发布、Pixie Lott和Oliver Cheshire结婚？,2,2,"[2, 1, 0]","[2, 1, 0]",,,1.0000,1.0000,1.0000
4009,three_ref_hard,Standard RAG,广州队提前降级、阿斯利康疫苗暂停使用和中国广电5G服务开启，哪个事件最早发生？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
4009,three_ref_hard,TemporalSort,广州队提前降级、阿斯利康疫苗暂停使用和中国广电5G服务开启，哪个事件最早发生？,1,1,"[1, 2, 0]","[1, 0, 2]",,,0.6667,1.0000,0.0000
4009,three_ref_hard,E$^2$RAG (reimpl.),广州队提前降级、阿斯利康疫苗暂停使用和中国广电5G服务开启，哪个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
4009,three_ref_hard,Ours,广州队提前降级、阿斯利康疫苗暂停使用和中国广电5G服务开启，哪个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
4099,three_ref_hard,Standard RAG,日本中产阶级的萎缩、乌军进入赫尔松市、鲍威尔2024年关于通胀的发布会，这三者中哪个事件最早发生？,1,0,"[1, 0, 2]","[0, 1, 2]",,,0.6667,0.0000,0.0000
4099,three_ref_hard,TemporalSort,日本中产阶级的萎缩、乌军进入赫尔松市、鲍威尔2024年关于通胀的发布会，这三者中哪个事件最早发生？,1,0,"[1, 0, 2]","[0, 2, 1]",,,0.3333,0.0000,0.0000
4099,three_ref_hard,E$^2$RAG (reimpl.),日本中产阶级的萎缩、乌军进入赫尔松市、鲍威尔2024年关于通胀的发布会，这三者中哪个事件最早发生？,1,0,"[1, 0, 2]","[0, 2, 1]",,,0.3333,0.0000,0.0000
4099,three_ref_hard,Ours,日本中产阶级的萎缩、乌军进入赫尔松市、鲍威尔2024年关于通胀的发布会，这三者中哪个事件最早发生？,1,0,"[1, 0, 2]","[0, 2, 1]",,,0.3333,0.0000,0.0000
4341,three_ref_hard,Standard RAG,唐仁健接受调查、林鹏提到投资表现失望和拜耳裁员计划，哪个事件发生最早？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
4341,three_ref_hard,TemporalSort,唐仁健接受调查、林鹏提到投资表现失望和拜耳裁员计划，哪个事件发生最早？,1,1,"[1, 2, 0]","[1, 0, 2]",,,0.6667,1.0000,0.0000
4341,three_ref_hard,E$^2$RAG (reimpl.),唐仁健接受调查、林鹏提到投资表现失望和拜耳裁员计划，哪个事件发生最早？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
4341,three_ref_hard,Ours,唐仁健接受调查、林鹏提到投资表现失望和拜耳裁员计划，哪个事件发生最早？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
1375,three_ref_hard,Standard RAG,费城76人取得5连胜，马龙在德班世乒赛不敌吉村真晴和孟羽童离开格力，哪个事件最早发生？,1,0,"[1, 0, 2]","[0, 1, 2]",,,0.6667,0.0000,0.0000
1375,three_ref_hard,TemporalSort,费城76人取得5连胜，马龙在德班世乒赛不敌吉村真晴和孟羽童离开格力，哪个事件最早发生？,1,0,"[1, 0, 2]","[0, 1, 2]",,,0.6667,0.0000,0.0000
1375,three_ref_hard,E$^2$RAG (reimpl.),费城76人取得5连胜，马龙在德班世乒赛不敌吉村真晴和孟羽童离开格力，哪个事件最早发生？,1,1,"[1, 0, 2]","[1, 0, 2]",,,1.0000,1.0000,1.0000
1375,three_ref_hard,Ours,费城76人取得5连胜，马龙在德班世乒赛不敌吉村真晴和孟羽童离开格力，哪个事件最早发生？,1,1,"[1, 0, 2]","[1, 0, 2]",,,1.0000,1.0000,1.0000
2493,three_ref_hard,Standard RAG,2023年1月2日金烨加盟印尼雅加达BIN排球俱乐部，2023年7月14日深圳市小牛资本案宣判，2023年10月7日哈马斯俘获以色列官兵，哪个事件在2023年最早发生？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
2493,three_ref_hard,TemporalSort,2023年1月2日金烨加盟印尼雅加达BIN排球俱乐部，2023年7月14日深圳市小牛资本案宣判，2023年10月7日哈马斯俘获以色列官兵，哪个事件在2023年最早发生？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
2493,three_ref_hard,E$^2$RAG (reimpl.),2023年1月2日金烨加盟印尼雅加达BIN排球俱乐部，2023年7月14日深圳市小牛资本案宣判，2023年10月7日哈马斯俘获以色列官兵，哪个事件在2023年最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
2493,three_ref_hard,Ours,2023年1月2日金烨加盟印尼雅加达BIN排球俱乐部，2023年7月14日深圳市小牛资本案宣判，2023年10月7日哈马斯俘获以色列官兵，哪个事件在2023年最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
587,three_ref_hard,Standard RAG,吴愉赢得杭州亚运会金牌、习近平会见加州州长纽森、金正恩视察朝鲜国家航空航天技术总局，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
587,three_ref_hard,TemporalSort,吴愉赢得杭州亚运会金牌、习近平会见加州州长纽森、金正恩视察朝鲜国家航空航天技术总局，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
587,three_ref_hard,E$^2$RAG (reimpl.),吴愉赢得杭州亚运会金牌、习近平会见加州州长纽森、金正恩视察朝鲜国家航空航天技术总局，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
587,three_ref_hard,Ours,吴愉赢得杭州亚运会金牌、习近平会见加州州长纽森、金正恩视察朝鲜国家航空航天技术总局，哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
4397,three_ref_hard,Standard RAG,锂价下跌的时间、东岸洪灾被宣布为国家紧急事件和木鱼ETF分析主题投资时间中，哪一个事件最早发生？,1,0,"[1, 2, 0]","[0, 1, 2]",,,0.3333,0.0000,0.0000
4397,three_ref_hard,TemporalSort,锂价下跌的时间、东岸洪灾被宣布为国家紧急事件和木鱼ETF分析主题投资时间中，哪一个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
4397,three_ref_hard,E$^2$RAG (reimpl.),锂价下跌的时间、东岸洪灾被宣布为国家紧急事件和木鱼ETF分析主题投资时间中，哪一个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
4397,three_ref_hard,Ours,锂价下跌的时间、东岸洪灾被宣布为国家紧急事件和木鱼ETF分析主题投资时间中，哪一个事件最早发生？,1,1,"[1, 2, 0]","[1, 2, 0]",,,1.0000,1.0000,1.0000
983,three_ref_hard,Standard RAG,FBI的成立、中国外交部对美国发表态度和天问一号成功进入火星轨道，按时间顺序哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
983,three_ref_hard,TemporalSort,FBI的成立、中国外交部对美国发表态度和天问一号成功进入火星轨道，按时间顺序哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
983,three_ref_hard,E$^2$RAG (reimpl.),FBI的成立、中国外交部对美国发表态度和天问一号成功进入火星轨道，按时间顺序哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
983,three_ref_hard,Ours,FBI的成立、中国外交部对美国发表态度和天问一号成功进入火星轨道，按时间顺序哪个事件最早发生？,0,0,"[0, 1, 2]","[0, 1, 2]",,,1.0000,1.0000,1.0000
23,reversed_hard,Standard RAG,阿维·布鲁斯少将接替耶胡达·福克斯成为以军中央司令部司令，和李波以副行长身份参加博鳌亚洲论坛哪个事件先发生？,1,0,"[1, 0]","[0, 1]","[""问题：2024年7月8日阿维·布鲁斯少将接替谁成为以军中央司令部司令？答案：耶胡达·福克斯"", ""问题：李波是什么时候以副行长身份参加博鳌亚洲论坛的？答案：2024年4月13日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
23,reversed_hard,TemporalSort,阿维·布鲁斯少将接替耶胡达·福克斯成为以军中央司令部司令，和李波以副行长身份参加博鳌亚洲论坛哪个事件先发生？,1,1,"[1, 0]","[1, 0]","[""问题：2024年7月8日阿维·布鲁斯少将接替谁成为以军中央司令部司令？答案：耶胡达·福克斯"", ""问题：李波是什么时候以副行长身份参加博鳌亚洲论坛的？答案：2024年4月13日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
23,reversed_hard,E$^2$RAG (reimpl.),阿维·布鲁斯少将接替耶胡达·福克斯成为以军中央司令部司令，和李波以副行长身份参加博鳌亚洲论坛哪个事件先发生？,1,1,"[1, 0]","[1, 0]","[""问题：2024年7月8日阿维·布鲁斯少将接替谁成为以军中央司令部司令？答案：耶胡达·福克斯"", ""问题：李波是什么时候以副行长身份参加博鳌亚洲论坛的？答案：2024年4月13日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
23,reversed_hard,Ours,阿维·布鲁斯少将接替耶胡达·福克斯成为以军中央司令部司令，和李波以副行长身份参加博鳌亚洲论坛哪个事件先发生？,1,1,"[1, 0]","[1, 0]","[""问题：2024年7月8日阿维·布鲁斯少将接替谁成为以军中央司令部司令？答案：耶胡达·福克斯"", ""问题：李波是什么时候以副行长身份参加博鳌亚洲论坛的？答案：2024年4月13日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
115,reversed_hard,Standard RAG,布林肯和珍妮特·耶伦访问中国，谁更早进行访问？,1,0,"[1, 0]","[0, 1]","[""珍妮特·耶伦何时访问中国？答案：2023年7月6日至9日"", ""布林肯何时访华？答案：2023年6月18日至19日""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
115,reversed_hard,TemporalSort,布林肯和珍妮特·耶伦访问中国，谁更早进行访问？,1,1,"[1, 0]","[1, 0]","[""珍妮特·耶伦何时访问中国？答案：2023年7月6日至9日"", ""布林肯何时访华？答案：2023年6月18日至19日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
115,reversed_hard,E$^2$RAG (reimpl.),布林肯和珍妮特·耶伦访问中国，谁更早进行访问？,1,1,"[1, 0]","[1, 0]","[""珍妮特·耶伦何时访问中国？答案：2023年7月6日至9日"", ""布林肯何时访华？答案：2023年6月18日至19日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
115,reversed_hard,Ours,布林肯和珍妮特·耶伦访问中国，谁更早进行访问？,1,1,"[1, 0]","[1, 0]","[""珍妮特·耶伦何时访问中国？答案：2023年7月6日至9日"", ""布林肯何时访华？答案：2023年6月18日至19日""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
371,reversed_hard,Standard RAG,成都蓉城战胜沧州雄狮和曼城对阵切尔西，哪个事件发生的时间更早？,1,0,"[1, 0]","[0, 1]","[""2024年8月19日曼城的对手是谁？答案：切尔西"", ""成都蓉城在2024年6月30日的比赛结果是什么？答案：4-0战胜沧州雄狮""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
371,reversed_hard,TemporalSort,成都蓉城战胜沧州雄狮和曼城对阵切尔西，哪个事件发生的时间更早？,1,0,"[1, 0]","[0, 1]","[""2024年8月19日曼城的对手是谁？答案：切尔西"", ""成都蓉城在2024年6月30日的比赛结果是什么？答案：4-0战胜沧州雄狮""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
371,reversed_hard,E$^2$RAG (reimpl.),成都蓉城战胜沧州雄狮和曼城对阵切尔西，哪个事件发生的时间更早？,1,1,"[1, 0]","[1, 0]","[""2024年8月19日曼城的对手是谁？答案：切尔西"", ""成都蓉城在2024年6月30日的比赛结果是什么？答案：4-0战胜沧州雄狮""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
371,reversed_hard,Ours,成都蓉城战胜沧州雄狮和曼城对阵切尔西，哪个事件发生的时间更早？,1,1,"[1, 0]","[1, 0]","[""2024年8月19日曼城的对手是谁？答案：切尔西"", ""成都蓉城在2024年6月30日的比赛结果是什么？答案：4-0战胜沧州雄狮""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
448,reversed_hard,Standard RAG,阿森纳对阵谢菲尔德联和AC米兰对阵博洛尼亚，哪一场比赛更早进行？,1,0,"[1, 0]","[0, 1]","[""阿森纳在2024年3月5日对阵谢菲尔德联的比赛结果是什么？答案：6-0"", ""AC米兰在2023年8月22日的比赛中以什么比分战胜博洛尼亚？答案：2-0""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
448,reversed_hard,TemporalSort,阿森纳对阵谢菲尔德联和AC米兰对阵博洛尼亚，哪一场比赛更早进行？,1,0,"[1, 0]","[0, 1]","[""阿森纳在2024年3月5日对阵谢菲尔德联的比赛结果是什么？答案：6-0"", ""AC米兰在2023年8月22日的比赛中以什么比分战胜博洛尼亚？答案：2-0""]","{""order"": [0, 1], ""anchor"": 0}",0.0000,0.0000,0.0000
448,reversed_hard,E$^2$RAG (reimpl.),阿森纳对阵谢菲尔德联和AC米兰对阵博洛尼亚，哪一场比赛更早进行？,1,1,"[1, 0]","[1, 0]","[""阿森纳在2024年3月5日对阵谢菲尔德联的比赛结果是什么？答案：6-0"", ""AC米兰在2023年8月22日的比赛中以什么比分战胜博洛尼亚？答案：2-0""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
448,reversed_hard,Ours,阿森纳对阵谢菲尔德联和AC米兰对阵博洛尼亚，哪一场比赛更早进行？,1,1,"[1, 0]","[1, 0]","[""阿森纳在2024年3月5日对阵谢菲尔德联的比赛结果是什么？答案：6-0"", ""AC米兰在2023年8月22日的比赛中以什么比分战胜博洛尼亚？答案：2-0""]","{""order"": [1, 0], ""anchor"": 1}",1.0000,1.0000,1.0000
768,reversed_hard,Standard RAG,以下事件中哪个发生得最早？墨西哥卫生部报告6875例新冠确诊（2024年），中超联赛沧州雄狮战北京国安（2022年），特朗普呼吁停止量化紧缩（2019年），克里姆林宫不承认比特币（2021年）。,2,0,"[2, 3, 1, 0]","[0, 1, 2, 3]","[""问题：墨西哥卫生部在2024年4月17日报告了多少例新冠肺炎确诊病例？答案：6875例"", ""问题：2022年6月25日中超联赛中沧州雄狮与哪个球队战平？答案：北京国安"", ""问题：特朗普在2019年8月9日呼吁什么政策？答案：停止量化紧缩"", ""问题：克里姆林宫在何时宣布俄罗斯不打算承认比特币？答案：2021年9月7日""]","{""order"": [0, 1, 2, 3], ""anchor"": 0}",0.1667,0.0000,0.0000
